translation_source,lect,sound,sound_source,example,reference,full_reference
арба,Хаджико,kʷ,ку,kʷə,fieldwork,fieldwork
арба,Большой Кичмай,kʷ,ку,kʷə,fieldwork,fieldwork
арба,Агуй-Шапсуг,kʷ,ку,kʷə,fieldwork,fieldwork
арба,Псейтук,kʷ,ку,kʷə,fieldwork,fieldwork
арба,Нешукай,kʷ,ку,kʷə,fieldwork,fieldwork
арба,М. Псеушхо,kʷ,ку,kʷə,fieldwork,fieldwork
арба,Уляп,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Вакожиле,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Кургоковское,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Ходзь,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Блечепсин,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Хумара,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Инджиджишхо,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Эрсакон,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
арба,Жако,ɡʷ,гуы,ɡʷə,fieldwork,fieldwork
борода,Хаджико,ʑ,жь,ʑakʲ’ɐ,fieldwork,fieldwork
борода,Большой Кичмай,ʑ,жь,ʑat͡ɕ’ɐ,fieldwork,fieldwork
борода,Агуй-Шапсуг,ʑ,жь,ʑakʲ’ɐ,fieldwork,fieldwork
борода,Псейтук,ʑ,жь,ʑakʲ’ɐ,fieldwork,fieldwork
борода,Нешукай,ʒ,ж,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода,Егерухай,ʒ,ж,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода,Уляп,ʒ,ж,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода,Вакожиле,ʒ,ж,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода,Кургоковское,ʒ,ж,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода,Ходзь,ẑ,жъ,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода,Блечепсин,ẑ,жъ,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода,Хумара,ẑ,жъ,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода,Инджиджишхо,ẑ,жъ,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода,Эрсакон,ẑ,жъ,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода,Жако,ẑ,жъ,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Хаджико,kʲ’,кьI,ʑakʲ’ɐ,fieldwork,fieldwork
борода 2,Большой Кичмай,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Агуй-Шапсуг,kʲ’,кьI,ʑakʲ’ɐ,fieldwork,fieldwork
борода 2,Псейтук,kʲ’,кьI,ʑakʲ’ɐ,fieldwork,fieldwork
борода 2,Нешукай,t͡ɕ’,кI,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Егерухай,t͡ɕ’,кI,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Уляп,t͡ɕ’,кI,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Вакожиле,t͡ɕ’,кI,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Кургоковское,t͡ɕ’,кI,ʒat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Ходзь,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Блечепсин,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Хумара,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Инджиджишхо,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Эрсакон,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
борода 2,Жако,t͡ɕ’,кI,ẑat͡ɕ’ɐ,fieldwork,fieldwork
брат,Хаджико,t͡ɕ,ч,t͡ɕə,fieldwork,fieldwork
брат,Большой Кичмай,t͡ɕ,ч,t͡ɕə,fieldwork,fieldwork
брат,Псебе,xʲ,х’,xʲə,fieldwork,fieldwork
брат,Агуй-Шапсуг,xʲ,х’,xʲə,fieldwork,fieldwork
брат,Псейтук,ɕʰ,щh,ɕʰə,fieldwork,fieldwork
брат,Нешукай,ʃʰ,шh,ʃʰə,fieldwork,fieldwork
брат,Егерухай,ʃ,ш,ʃə,fieldwork,fieldwork
брат,М. Псеушхо,ʃ,ш,ʃə,fieldwork,fieldwork
брат,Уляп,ʃ,ш,ʃə,fieldwork,fieldwork
ведро,Хаджико,t͡ɕ,ч,t͡ɕaɬɐ,fieldwork,fieldwork
ведро,Большой Кичмай,t͡ɕ,ч,t͡ɕaɬɐ,fieldwork,fieldwork
ведро,Агуй-Шапсуг,xʲ,х’,xʲaɬɐ,fieldwork,fieldwork
ведро,Нешукай,t͡ɕ,ч,t͡ɕaɬɐ,fieldwork,fieldwork
ведро,М. Псеушхо,ʃ,ш,ʃaɬɐ ,fieldwork,fieldwork
ветер,Хаджико,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Большой Кичмай,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Псебе,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Агуй-Шапсуг,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Псейтук,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Нешукай,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,М. Псеушхо,ʑ,жь,ʒəbʁɐ,fieldwork,fieldwork
ветер,Уляп,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Вакожиле,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Бесленей,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Кургоковское,ʑ,жь,ʑəbʁɐ,fieldwork,fieldwork
ветер,Ходзь,ẑ,жъ,ẑəbʁɐ,fieldwork,fieldwork
ветер,Блечепсин,ẑ,жъ,ẑəbʁɐ,fieldwork,fieldwork
ветер,Хумара,ẑ,жъ,ẑəbʁɐ,fieldwork,fieldwork
ветер,Инджиджишхо,ẑ,жъ,ẑəbʁɐ,fieldwork,fieldwork
ветер,Эрсакон,ẑ,жъ,ẑəbʁɐ,fieldwork,fieldwork
ветер,Жако,ẑ,жъ,ẑəbʁɐ,fieldwork,fieldwork
вилка,Хаджико,t͡s,ц,цацэ,fieldwork,fieldwork
вилка,Большой Кичмай,t͡s,ц,цацэ,fieldwork,fieldwork
вилка,Агуй-Шапсуг,t͡s,ц,цасIэ,fieldwork,fieldwork
вилка,Псейтук,t͡sʰ,цh,цhацhэ,fieldwork,fieldwork
вилка,Нешукай,t͡sʰ,цh,цhацhэ,fieldwork,fieldwork
вилка,М. Псеушхо,t͡s,ц,цацэ,fieldwork,fieldwork
вилка,Уляп,d͡z,дз,ʒase,fieldwork,fieldwork
всё,Хаджико,ʑ,жь,zɐwəʑɐ,fieldwork,fieldwork
всё,Большой Кичмай,ʑ,жь,zɐwəʑɐ,fieldwork,fieldwork
всё,Псебе,ʑ,жь,zɐwəʑə,fieldwork,fieldwork
всё,Агуй-Шапсуг,ʑ,жь,zɐwəʑə,fieldwork,fieldwork
всё,Псейтук,ʑ,жь,zɐwəʑə,fieldwork,fieldwork
всё,М. Псеушхо,ʒ,ж,zɐwəʒ,fieldwork,fieldwork
гнездо,Хаджико,bʁ,бгъ,nabʁɐ,fieldwork,fieldwork
гнездо,Агуй-Шапсуг,bɡ,бг,nabɡɐ,fieldwork,fieldwork
гнездо,Псейтук,bʁʷ,бгъу,nabʁʷɐ,fieldwork,fieldwork
гнездо,Нешукай,bʁʷ,бгъу,nabʁʷɐ,fieldwork,fieldwork
гнездо,М. Псеушхо,bʁ,бгъ,nabʁɐ,fieldwork,fieldwork
гнездо,Уляп,bʁ,бгъ,bzwənabʁʷɐ,fieldwork,fieldwork
гнездо,Вакожиле,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
гнездо,Кургоковское,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
гнездо,Ходзь,bʁʷ,бгъу,nabʁʷɐ,fieldwork,fieldwork
гнездо,Блечепсин,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
гнездо,Хумара,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
гнездо,Инджиджишхо,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
гнездо,Эрсакон,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
гнездо,Жако,bʁʷ,бгъу,abʁʷɐ,fieldwork,fieldwork
голый,Хаджико,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Большой Кичмай,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Агуй-Шапсуг,s’,сI,ps’anɐ,fieldwork,fieldwork
голый,Псейтук,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Нешукай,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,М. Псеушхо,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Уляп,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Вакожиле,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Хумара,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Инджиджишхо,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Эрсакон,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
голый,Жако,t͡s’,цI,pt͡s’anɐ,fieldwork,fieldwork
два,Хаджико,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Большой Кичмай,t’q’ʷ,тIкIъу,t’q’ʷə,fieldwork,fieldwork
два,Псебе,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Агуй-Шапсуг,t’ʷ,тIкIъу,t’q’ʷə,fieldwork,fieldwork
два,Псейтук,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Нешукай,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,М. Псеушхо,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Уляп,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Вакожиле,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Бесленей,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Ходзь,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Хумара,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Инджиджишхо,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Эрсакон,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
два,Жако,t’ʷ,тIу,t’ʷə,fieldwork,fieldwork
дверь,Хаджико,t͡ɕ,ч,pt͡ɕɐ,fieldwork,fieldwork
дверь,Большой Кичмай,t͡ɕ,ч,pt͡ɕɐ,fieldwork,fieldwork
дверь,Агуй-Шапсуг,t͡ɕ,ч,pːt͡ɕɐ,fieldwork,fieldwork
дверь,Псейтук,t͡ɕ,ч,pt͡ɕɐ,fieldwork,fieldwork
дверь,Нешукай,t͡ɕ,ч,pt͡ʃɐ,fieldwork,fieldwork
дверь,М. Псеушхо,t͡ɕ,ч,pt͡ɕɐ,fieldwork,fieldwork
дверь,Уляп,ʒ,ж,bʒɐ,fieldwork,fieldwork
дверь,Вакожиле,ʒ,ж,bʒɐ,fieldwork,fieldwork
дверь,Кургоковское,ʒ,ж,bʒɐ,fieldwork,fieldwork
дверь,Ходзь,ʑ,жь,bʑɐ,fieldwork,fieldwork
дверь,Блечепсин,ʑ,жь,bʑɐ,fieldwork,fieldwork
дверь,Хумара,ʑ,жь,bʑɐ,fieldwork,fieldwork
дверь,Инджиджишхо,ʒ,ж,bʒɐ,fieldwork,fieldwork
дверь,Эрсакон,ʑ,жь,bʑɐ,fieldwork,fieldwork
дверь,Жако,ʒ,ж,bʒɐ,fieldwork,fieldwork
дерево,Хаджико,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,Большой Кичмай,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,Псебе,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,Агуй-Шапсуг,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,Псейтук,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,Нешукай,t͡ʃ,чъ,t͡ʃəɡə,fieldwork,fieldwork
дерево,Б. Псеушхо,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,М. Псеушхо,t͡ɕ,ч,t͡ɕəɡə,fieldwork,fieldwork
дерево,Уляп,ʒ,ж,ʒəɡ,fieldwork,fieldwork
дерево,Вакожиле,ʒ,ж,ʒəɡ,fieldwork,fieldwork
дерево,Бесленей,ʒ,ж,ʒəɡ,fieldwork,fieldwork
дерево,Кургоковское,d͡ʒ,дж,d͡ʒəɡ,fieldwork,fieldwork
дерево,Ходзь,ʑ,жь,ʑəɡ,fieldwork,fieldwork
дерево,Блечепсин,ʑ,жь,ʑəɡ,fieldwork,fieldwork
дерево,Хумара,ʑ,жь,ʑəɡ,fieldwork,fieldwork
дерево,Инджиджишхо,ʒ,ж,ʒəɡ,fieldwork,fieldwork
дерево,Эрсакон,ʑ,жь,ʑəɡ,fieldwork,fieldwork
дерево,Жако,ʒ,ж,ʒəɡ,fieldwork,fieldwork
дно,Хаджико,t͡ɕ’,кI,t͡ɕ’ə,fieldwork,fieldwork
дно,Большой Кичмай,t͡ɕ’,кI,t͡ɕ’ə,fieldwork,fieldwork
дно,Агуй-Шапсуг,t͡ɕ’,кI,t͡ɕ’ə,fieldwork,fieldwork
дно,Псейтук,t͡ɕ’,кI,t͡ɕ’ə,fieldwork,fieldwork
дно,Нешукай,t͡ʃ’,чI,t͡ʃ’ɐ,fieldwork,fieldwork
дно,М. Псеушхо,t͡ɕ’,кI,t͡ɕ’ə,fieldwork,fieldwork
дно,Уляп,t͡ɕ’,кI,t͡ɕ’ə,fieldwork,fieldwork
дно,Вакожиле,t͡ʃ’,чI,t͡ʃ’ɐ,fieldwork,fieldwork
дно,Ходзь,ŝ’,шI,шIагъ,fieldwork,fieldwork
дно,Блечепсин,ŝ’,шI,шIагъ,fieldwork,fieldwork
дно,Хумара,ŝ’,шI,шIагъ,fieldwork,fieldwork
дно,Инджиджишхо,ŝ’,шI,шIагъ,fieldwork,fieldwork
дно,Эрсакон,ŝ’,шI,"шIагъ, лъэгу",fieldwork,fieldwork
дно,Жако,ŝ’,шI,шIагъ,fieldwork,fieldwork
дочь,Нешукай,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Егерухай,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Уляп,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Вакожиле,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Кургоковское,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Ходзь,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Блечепсин,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Хумара,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Инджиджишхо,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Эрсакон,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
дочь,Жако,pχʷ,пхъу,pχʷə,fieldwork,fieldwork
есть,Хаджико,ɕ,щ,"рэщхэт, рэмыщхэнэу сыфай",fieldwork,fieldwork
есть,Большой Кичмай,ɕ,щ,"рэщхагъ, рэщхэщт, рэмыщхэнэу сыфае",fieldwork,fieldwork
есть,Псебе,ɕ,щ,"ищхы(щ)т, имыщхэно сыфай",fieldwork,fieldwork
есть,Агуй-Шапсуг,ɕ,щ,"ыщхыщт, ымыщхыно сыфай",fieldwork,fieldwork
есть,Псейтук,ɕ,щ,"ыщхыщт, ымыщхынэу сыфай",fieldwork,fieldwork
есть,М. Псеушхо,ʃ,ш,"ышхэшт, ымышхэнэу сыфай",fieldwork,fieldwork
есть,Бесленей,ʃ,ш,"ишхыну, имышхыну жьеIа",fieldwork,fieldwork
есть,Ходзь,ɕ,щ,"сыщхэнэ, сымыщхэну",fieldwork,fieldwork
есть,Хумара,ʃ,ш,"ишхын, имышхыну сыхуе",fieldwork,fieldwork
есть,Инджиджишхо,ʃ,ш,"ишхыну, имышхыну жеIа",fieldwork,fieldwork
есть,Эрсакон,ʃ,ш,"ишхын, имышхыну сыхуе",fieldwork,fieldwork
есть,Жако,ʃ,ш,"ишхынэ, имышхыну жеIа",fieldwork,fieldwork
есть 2,Хаджико,x,х,"рэщхэт, рэмыщхэнэу сыфай",fieldwork,fieldwork
есть 2,Большой Кичмай,x,х,"рэщхагъ, рэщхэщт, рэмыщхэнэу сыфае",fieldwork,fieldwork
есть 2,Псебе,x,х,"ищхы(щ)т, имыщхэно сыфай",fieldwork,fieldwork
есть 2,Агуй-Шапсуг,x,х,"ыщхыщт, ымыщхыно сыфай",fieldwork,fieldwork
есть 2,Псейтук,x,х,"ыщхыщт, ымыщхынэу сыфай",fieldwork,fieldwork
есть 2,М. Псеушхо,x,х,"ышхэшт, ымышхэнэу сыфай",fieldwork,fieldwork
есть 2,Бесленей,x,х,"ишхыну, имышхыну жьеIа",fieldwork,fieldwork
есть 2,Ходзь,x,х,"сыщхэнэ, сымыщхэну",fieldwork,fieldwork
есть 2,Хумара,x,х,"ишхын, имышхыну сыхуе",fieldwork,fieldwork
есть 2,Инджиджишхо,x,х,"ишхыну, имышхыну жеIа",fieldwork,fieldwork
есть 2,Эрсакон,x,х,"ишхын, имышхыну сыхуе",fieldwork,fieldwork
есть 2,Жако,x,х,"ишхынэ, имышхыну жеIа",fieldwork,fieldwork
железо,Хаджико,t͡ɕ’,кI,ʁʷət͡ɕ’ə,fieldwork,fieldwork
железо,Большой Кичмай,t͡ɕ’,кI,ʁʷət͡ɕ’ɐ,fieldwork,fieldwork
железо,Псебе,t͡ɕ’,кI,ʁʷət͡ɕ’ə(n),fieldwork,fieldwork
железо,Агуй-Шапсуг,t͡ɕ’,кI,ʁʷət͡ɕ’ɐ,fieldwork,fieldwork
железо,Псейтук,t͡ɕ’,кI,ʁʷət͡ɕ’ɐ,fieldwork,fieldwork
железо,Нешукай,t͡ʃ’,чI,ʁʷət͡ʃ’ə,fieldwork,fieldwork
железо,М. Псеушхо,t͡ɕ’,кI,ʁʷət͡ɕ’ɐ,fieldwork,fieldwork
железо,Уляп,t͡ʃ’,чI,ʁʷət͡ʃ’,fieldwork,fieldwork
железо,Вакожиле,t͡ʃ’,чI,ʁʷət͡ʃ’,fieldwork,fieldwork
железо,Кургоковское,t͡ʃ’,чI,ʁʷət͡ʃ’,fieldwork,fieldwork
железо,Ходзь,ŝ’,щI,ʁʷəŝ’,fieldwork,fieldwork
железо,Блечепсин,ŝ’,щI,ʁʷəŝ’,fieldwork,fieldwork
железо,Хумара,ŝ’,щI,ʁʷəŝ’,fieldwork,fieldwork
железо,Инджиджишхо,ŝ’,щI,ʁʷəŝ’,fieldwork,fieldwork
железо,Эрсакон,ŝ’,щI,ʁʷəŝ’,fieldwork,fieldwork
железо,Жако,ŝ’,щI,ʁʷəŝ’,fieldwork,fieldwork
замок,Хаджико,ʔʷ,Iу,ʔʷət’ʷəbz,fieldwork,fieldwork
замок,Большой Кичмай,kʲ’,кIь,ʔʷət’kʲ’əbz,fieldwork,fieldwork
замок,Псейтук,kʲ’,кIь,ʔʷət’kʲ’əbz,fieldwork,fieldwork
замок,Нешукай,t͡ɕ’,кI,ʔʷət͡ɕ’əbz,fieldwork,fieldwork
замок,М. Псеушхо,ʔʷ,Iу,ʔʷət’ʷəbz,fieldwork,fieldwork
замок,Уляп,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Вакожиле,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Ходзь,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Блечепсин,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Хумара,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Инджиджишхо,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Эрсакон,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
замок,Жако,t͡ɕ’,кI,ʔʷənt͡ɕ’əbzɐ,fieldwork,fieldwork
"земля, почва",Хаджико,t͡ɕ’,кI,t͡ɕ’əɡʷə,fieldwork,fieldwork
"земля, почва",Агуй-Шапсуг,t͡ɕ,ч,t͡ɕəɡʷə,fieldwork,fieldwork
"земля, почва",М. Псеушхо,t͡ɕ’,кI,t͡ɕ’əɡʷə,fieldwork,fieldwork
"земля, почва",Уляп,t͡ʃ’,чI,t͡ʃ’əɡʷ,fieldwork,fieldwork
"земля, почва",Вакожиле,t͡ʃ’,чI,t͡ʃ’əɡʷ,fieldwork,fieldwork
"земля, почва",Бесленей,t͡ʃ’,чI,t͡ʃ’əɡʷ,fieldwork,fieldwork
"земля, почва",Кургоковское,t͡ʃ’,чI,t͡ʃ’əɡʷ,fieldwork,fieldwork
"земля, почва",Ходзь,ŝ’,шI,ŝ’əɡʷ,fieldwork,fieldwork
"земля, почва",Блечепсин,ŝ’,шI,ŝ’əɡʷ,fieldwork,fieldwork
"земля, почва",Хумара,ŝ’,шI,ŝ’əɡʷ,fieldwork,fieldwork
"земля, почва",Инджиджишхо,ŝ’,шI,ŝ’əɡʷ,fieldwork,fieldwork
"земля, почва",Эрсакон,ŝ’,шI,ŝ’əɡʷ,fieldwork,fieldwork
"земля, почва",Жако,ŝ’,шI,ŝ’əɡʷ,fieldwork,fieldwork
зуб,Хаджико,t͡s,ц,t͡sɐ,fieldwork,fieldwork
зуб,Большой Кичмай,t͡s,ц,t͡sɐ,fieldwork,fieldwork
