translation_source,lect,sound,sound_source,example,reference,full_reference
свинья,Агуй-Шапсуг,χʷ,хъу,χʷɐ,fieldwork,fieldwork
свинья,Псейтук,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,Нешукай,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,М. Псеушхо,qʷ,къу,qʷɐ,fieldwork,fieldwork
свинья,Уляп,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,Кургоковское,qʰʷ,кхъу,qʰʷɐ,fieldwork,fieldwork
свинья,Ходзь,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Блечепсин,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Хумара,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Инджиджишхо,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Эрсакон,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
свинья,Жако,q͡χʷ,кхъу,q͡χʷɐ,fieldwork,fieldwork
селезёнка,Псейтук,t͡ɕʰ,чh,t͡ɕʰɐ,fieldwork,fieldwork
селезёнка,Нешукай,t͡ɕʰ,чh,t͡ɕʰɐ,fieldwork,fieldwork
селезёнка,Уляп,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
селезёнка,Эрсакон,t͡ɕ,ч,t͡ɕɐ,fieldwork,fieldwork
селение,Хаджико,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Большой Кичмай,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Агуй-Шапсуг,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Псейтук,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,Нешукай,t͡ɕ,ч,t͡ɕəɮɐ,fieldwork,fieldwork
селение,М. Псеушхо,t͡ɕ,ч,t͡ɕɐɮaʁʷ,fieldwork,fieldwork
селение,Уляп,ʒ,ж,ʒəɮɐ,fieldwork,fieldwork
селение,Вакожиле,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Кургоковское,d͡ʑ,дж,d͡ʑəɮɐ,fieldwork,fieldwork
селение,Ходзь,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Блечепсин,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Хумара,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Инджиджишхо,ʒ,ж,ʒəɮɐ,fieldwork,fieldwork
селение,Эрсакон,ʑ,жь,ʑəɮɐ,fieldwork,fieldwork
селение,Жако,ʒ,ж,ʒəɮɐ,fieldwork,fieldwork
селение 2,Нешукай,d͡ʑ,дж,q’ʷad͡ʑ,fieldwork,fieldwork
селение 2,Кургоковское,d͡ʑ,дж,q’ʷad͡ʑɐ,fieldwork,fieldwork
селение 2,Ходзь,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Блечепсин,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Хумара,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Инджиджишхо,ʒ,ж,q’ʷaʒɐ,fieldwork,fieldwork
селение 2,Эрсакон,ʑ,жь,q’ʷaʑɐ,fieldwork,fieldwork
селение 2,Жако,ʒ,ж,q’ʷaʒɐ,fieldwork,fieldwork
синий,Хаджико,,,шъухъуатIэ,fieldwork,fieldwork
синий,Большой Кичмай,,,шъухъуатIэ [sχʷat'e],fieldwork,fieldwork
синий,Агуй-Шапсуг,,,шхъуатIэ,fieldwork,fieldwork
синий,Псейтук,,,шъухъуатIэ,fieldwork,fieldwork
синий,Нешукай,,,шхъуатIэ,fieldwork,fieldwork
синий,М. Псеушхо,,,шъухъуатIэ,fieldwork,fieldwork
синий,Уляп,,,šχʷanṭe,fieldwork,fieldwork
синий,Вакожиле,,,шхъуантIэ,fieldwork,fieldwork
синий,Ходзь,,,шхъуантIэ,fieldwork,fieldwork
синий,Блечепсин,,,шхъуантIэ,fieldwork,fieldwork
синий,Хумара,,,шхъуантIэ,fieldwork,fieldwork
синий,Инджиджишхо,,,шхъуантIэ,fieldwork,fieldwork
синий,Эрсакон,,,шъхъуантIэ,fieldwork,fieldwork
синий,Жако,,,шхъуантIэ,fieldwork,fieldwork
соль,Хаджико,,,чыгъу,fieldwork,fieldwork
соль,Большой Кичмай,,,чыгъуы,fieldwork,fieldwork
соль,Псебе,,,х'ыгъу,fieldwork,fieldwork
соль,Агуй-Шапсуг,,,х'игъу,fieldwork,fieldwork
соль,Псейтук,,,щhыгъу,fieldwork,fieldwork
соль,Нешукай,,,щыгъу,fieldwork,fieldwork
соль,М. Псеушхо,,,шыгъу,fieldwork,fieldwork
соль,Уляп,,,šʼəʁʷə,fieldwork,fieldwork
соль,Вакожиле,,,щогъу,fieldwork,fieldwork
соль,Бесленей,,,щогъу,fieldwork,fieldwork
соль,Кургоковское,,,чогъу,fieldwork,fieldwork
соль,Ходзь,,,щыгъу,fieldwork,fieldwork
соль,Блечепсин,,,щыгъу,fieldwork,fieldwork
соль,Хумара,,,щыгъу,fieldwork,fieldwork
соль,Инджиджишхо,,,шыгъу,fieldwork,fieldwork
соль,Эрсакон,,,щыгъу,fieldwork,fieldwork
соль,Жако,,,шыгъу,fieldwork,fieldwork
спать,Хаджико,,,"рэчыет, рэмычыенэу сыфай",fieldwork,fieldwork
спать,Большой Кичмай,,,"чыягъ, чыещт, рэмычыенэу сыфае",fieldwork,fieldwork
спать,Псебе,,,"(рэ)чые(щ)т, рэмычыено сыфай",fieldwork,fieldwork
спать,Агуй-Шапсуг,,,"рэчыещт, рэмычыено сыфай",fieldwork,fieldwork
спать,Псейтук,,,"рэчыещт, рэмычыенэу сыфай",fieldwork,fieldwork
спать,М. Псеушхо,,,"чыешт, рэмычыенэу сыфай",fieldwork,fieldwork
спать,Бесленей,,,"жеину, мыжеину сыхуе",fieldwork,fieldwork
спать,Ходзь,,,"сыжьеинэ, сымыжьеину",fieldwork,fieldwork
спать,Хумара,,,"жеин, мыжеину сыхуе",fieldwork,fieldwork
спать,Инджиджишхо,,,"жеину, мыжеину сыхуе",fieldwork,fieldwork
спать,Эрсакон,,,"жеин, мыжеину сыхуе",fieldwork,fieldwork
спать,Жако,,,"жеинэ, мыжеину жеIа",fieldwork,fieldwork
среда,Агуй-Шапсуг,,,брэскьежьый,fieldwork,fieldwork
среда,Нешукай,,,бэрэскэжъый,fieldwork,fieldwork
стоять,Хаджико,,,"щытыт, щымытынэу сыфай",fieldwork,fieldwork
стоять,Большой Кичмай,,,"щытыгъ, щытыщт, щымытынэу сыфае",fieldwork,fieldwork
стоять,Псебе,,,"щыты(щ)т, щымытыно сыфай",fieldwork,fieldwork
стоять,Агуй-Шапсуг,,,"щытыщт, щымытыно сыфай",fieldwork,fieldwork
стоять,Псейтук,,,"щытhыщт, щымытhынэу сыфай",fieldwork,fieldwork
стоять,М. Псеушхо,,,"шытышт, шымытынэу сыфай",fieldwork,fieldwork
стоять,Бесленей,,,"щытыну, щымытыну сыхуе",fieldwork,fieldwork
стоять,Ходзь,,,"сышъытынэ, сышъымытыну",fieldwork,fieldwork
стоять,Хумара,,,"шъытын, шъымытыну сыхуе",fieldwork,fieldwork
стоять,Инджиджишхо,,,"шъытыну, шъымытыну сыхуе",fieldwork,fieldwork
стоять,Эрсакон,,,"шъытын, шъымытыну сыхуе",fieldwork,fieldwork
стоять,Жако,,,"шъытынэ, шъымытыну жеIа",fieldwork,fieldwork
сын,Хаджико,,,"шъао, къо",fieldwork,fieldwork
сын,Большой Кичмай,,,"шъао, къhо",fieldwork,fieldwork
сын,Псебе,,,"шъао, къо",fieldwork,fieldwork
сын,Агуй-Шапсуг,,,"кIалэ, шъао",fieldwork,fieldwork
сын,Псейтук,,,къо,fieldwork,fieldwork
сын,Нешукай,,,къо,fieldwork,fieldwork
сын,Егерухай,,,"къо, к1алэ",fieldwork,fieldwork
сын,М. Псеушхо,,,"кIалэ, кхъо",fieldwork,fieldwork
сын,Уляп,,,qʷe,fieldwork,fieldwork
сын,Вакожиле,,,къо,fieldwork,fieldwork
сын,Кургоковское,,,къо,fieldwork,fieldwork
сын,Ходзь,,,къуэ,fieldwork,fieldwork
сын,Блечепсин,,,къо,fieldwork,fieldwork
сын,Хумара,,,къо,fieldwork,fieldwork
сын,Инджиджишхо,,,къуэ,fieldwork,fieldwork
сын,Эрсакон,,,къуэ,fieldwork,fieldwork
сын,Жако,,,къуэ,fieldwork,fieldwork
сыр,Хаджико,,,къуае,fieldwork,fieldwork
сыр,Большой Кичмай,,,къ(h)уае,fieldwork,fieldwork
сыр,Агуй-Шапсуг,,,хъуае,fieldwork,fieldwork
сыр,Псейтук,,,къhуае,fieldwork,fieldwork
сыр,Нешукай,,,къhуае,fieldwork,fieldwork
сыр,М. Псеушхо,,,къуае,fieldwork,fieldwork
сыр,Уляп,,,qʰʷje,fieldwork,fieldwork
сыр,Вакожиле,,,кхъуей,fieldwork,fieldwork
сыр,Кургоковское,,,кхъуе,fieldwork,fieldwork
сыр,Ходзь,,,кхъуе,fieldwork,fieldwork
сыр,Блечепсин,,,кхъуе,fieldwork,fieldwork
сыр,Хумара,,,кхъуей,fieldwork,fieldwork
сыр,Инджиджишхо,,,кхъуей,fieldwork,fieldwork
сыр,Эрсакон,,,кхъуей,fieldwork,fieldwork
сыр,Жако,,,кхъуе,fieldwork,fieldwork
таз,Хаджико,,,лэгьен,fieldwork,fieldwork
таз,Большой Кичмай,,,лэгьен,fieldwork,fieldwork
таз,Агуй-Шапсуг,,,лэгьен,fieldwork,fieldwork
таз,Псейтук,,,лэгьен,fieldwork,fieldwork
таз,Нешукай,,,лэджэн,fieldwork,fieldwork
таз,М. Псеушхо,,,лэджэн,fieldwork,fieldwork
таз,Бесленей,,,лъэджэн,fieldwork,fieldwork
таз,Блечепсин,,,тас,fieldwork,fieldwork
теленок (до года),Хаджико,,,щкIьэ,fieldwork,fieldwork
теленок (до года),Большой Кичмай,,,щкIье,fieldwork,fieldwork
теленок (до года),Псейтук,,,щкIье,fieldwork,fieldwork
теленок (до года),Нешукай,,,шкIэ [к],fieldwork,fieldwork
теленок (до года),М. Псеушхо,,,шкIэ [ʃk'e],fieldwork,fieldwork
теленок (до года),Уляп,,,šḳe,fieldwork,fieldwork
теленок (до года),Вакожиле,,,шккIэ,fieldwork,fieldwork
теленок (до года),Кургоковское,,,šḳe c̣əḳʷ,fieldwork,fieldwork
теленок (до года),Ходзь,,,"щккIэ, щккIашIэ",fieldwork,fieldwork
теленок (до года),Блечепсин,,,щкIэ,fieldwork,fieldwork
теленок (до года),Хумара,,,щкIэ,fieldwork,fieldwork
теленок (до года),Инджиджишхо,,,шкIэ [ʃtɕ'e],fieldwork,fieldwork
теленок (до года),Эрсакон,,,щкIэ [ɕtɕ'e],fieldwork,fieldwork
теленок (до года),Жако,,,шкIэ [ʃtɕ'e],fieldwork,fieldwork
три,Хаджико,,,щы,fieldwork,fieldwork
три,Большой Кичмай,,,щы,fieldwork,fieldwork
три,Агуй-Шапсуг,,,шы,fieldwork,fieldwork
три,Псейтук,,,щы,fieldwork,fieldwork
три,Нешукай,,,щы,fieldwork,fieldwork
три,М. Псеушхо,,,шы,fieldwork,fieldwork
три,Уляп,,,šʼə,fieldwork,fieldwork
три,Вакожиле,,,щы,fieldwork,fieldwork
три,Ходзь,,,шъы,fieldwork,fieldwork
три,Хумара,,,шъы,fieldwork,fieldwork
три,Инджиджишхо,,,шъы,fieldwork,fieldwork
три,Эрсакон,,,шъы,fieldwork,fieldwork
три,Жако,,,шъы,fieldwork,fieldwork
усы,Хаджико,,,пакIэ,fieldwork,fieldwork
усы,Большой Кичмай,,,"пакIэ, с",fieldwork,fieldwork
усы,Агуй-Шапсуг,,,пакIэ,fieldwork,fieldwork
усы,Псейтук,,,пhакIэ,fieldwork,fieldwork
усы,Нешукай,,,пhакIэ,fieldwork,fieldwork
усы,Егерухай,,,пакIэ,fieldwork,fieldwork
усы,Уляп,,,pač̣ʼe,fieldwork,fieldwork
усы,Вакожиле,,,жакIэ,fieldwork,fieldwork
усы,Кургоковское,,,пакIэ,fieldwork,fieldwork
усы,Ходзь,,,пашIэ,fieldwork,fieldwork
усы,Блечепсин,,,пашIэ,fieldwork,fieldwork
усы,Хумара,,,пашIэ,fieldwork,fieldwork
усы,Инджиджишхо,,,пашIэ,fieldwork,fieldwork
усы,Эрсакон,,,пашIэ,fieldwork,fieldwork
усы,Жако,,,пашIуэ,fieldwork,fieldwork
утро,Хаджико,,,пчыдыжь,fieldwork,fieldwork
утро,Большой Кичмай,,,пчэдыжь,fieldwork,fieldwork
утро,Агуй-Шапсуг,,,пчэйыжъ,fieldwork,fieldwork
утро,Псейтук,,,пчэдыжь,fieldwork,fieldwork
утро,Нешукай,,,пчэдыжь,fieldwork,fieldwork
утро,М. Псеушхо,,,пчыдыж,fieldwork,fieldwork
утро,Уляп,,,pšʼedəžʼ,fieldwork,fieldwork
утро,Вакожиле,,,пщэджыжь,fieldwork,fieldwork
утро,Кургоковское,,,пщэдгыжь,fieldwork,fieldwork
утро,Ходзь,,,пщэдгыжъ,fieldwork,fieldwork
утро,Блечепсин,,,пщэдгыжъ,fieldwork,fieldwork
утро,Хумара,,,пшъэдджежъ,fieldwork,fieldwork
утро,Инджиджишхо,,,пшъэджыжъ,fieldwork,fieldwork
утро,Эрсакон,,,пшъэдджежъ,fieldwork,fieldwork
утро,Жако,,,пшъэджыжъ,fieldwork,fieldwork
фасоль,Хаджико,,,гьечы,fieldwork,fieldwork
фасоль,Большой Кичмай,,,гьечы,fieldwork,fieldwork
фасоль,Агуй-Шапсуг,,,гьех'и,fieldwork,fieldwork
фасоль,Псейтук,,,гьещhы,fieldwork,fieldwork
фасоль,Нешукай,,,джэнч,fieldwork,fieldwork
фасоль,М. Псеушхо,,,джэшы,fieldwork,fieldwork
фасоль,Уляп,,,ǯʼenčʼ,fieldwork,fieldwork
фасоль,Вакожиле,,,жэнщ,fieldwork,fieldwork
фасоль,Кургоковское,,,джэнч,fieldwork,fieldwork
фасоль,Ходзь,,,джэщ,fieldwork,fieldwork
фасоль,Блечепсин,,,джэщ,fieldwork,fieldwork
фасоль,Хумара,,,джэнщ,fieldwork,fieldwork
фасоль,Инджиджишхо,,,джэнш,fieldwork,fieldwork
фасоль,Эрсакон,,,джэнш,fieldwork,fieldwork
фасоль,Жако,,,джэнш,fieldwork,fieldwork
холодный,Хаджико,,,чыIэ,fieldwork,fieldwork
холодный,Большой Кичмай,,,к1ы1э,fieldwork,fieldwork
холодный,Псебе,,,чыIэ,fieldwork,fieldwork
холодный,Агуй-Шапсуг,,,кIыIэ,fieldwork,fieldwork
холодный,Псейтук,,,чыIа,fieldwork,fieldwork
холодный,Нешукай,,,чъыIэ,fieldwork,fieldwork
холодный,М. Псеушхо,,,чыIа,fieldwork,fieldwork
холодный,Уляп,,,čəʔe,fieldwork,fieldwork
холодный,Вакожиле,,,чъыIэ,fieldwork,fieldwork
холодный,Бесленей,,,чъыIэ,fieldwork,fieldwork
холодный,Ходзь,,,шIыIэ,fieldwork,fieldwork
холодный,Блечепсин,,,шIыIэ,fieldwork,fieldwork
холодный,Хумара,,,шIыIэ,fieldwork,fieldwork
холодный,Инджиджишхо,,,шIыIэ,fieldwork,fieldwork
холодный,Эрсакон,,,шIыIэ,fieldwork,fieldwork
холодный,Жако,,,шIыIа,fieldwork,fieldwork
черный,Хаджико,,,шIуцIэ,fieldwork,fieldwork
черный,Большой Кичмай,,,шIуцIэ,fieldwork,fieldwork
черный,Псебе,,,"шIусIэ, шIуцIэ",fieldwork,fieldwork
черный,Агуй-Шапсуг,,,шIусIы,fieldwork,fieldwork
черный,Псейтук,,,шIуцIэ,fieldwork,fieldwork
черный,Нешукай,,,шIуцIэ,fieldwork,fieldwork
черный,М. Псеушхо,,,шIуцIэ,fieldwork,fieldwork
черный,Уляп,,,fəc̣e,fieldwork,fieldwork
черный,Вакожиле,,,фыцIэ,fieldwork,fieldwork
черный,Бесленей,,,фыцIэ,fieldwork,fieldwork
черный,Ходзь,,,фIыцIэ,fieldwork,fieldwork
черный,Блечепсин,,,фыцIэ,fieldwork,fieldwork
черный,Хумара,,,фIыцIэ,fieldwork,fieldwork
черный,Инджиджишхо,,,фIыцIэ,fieldwork,fieldwork
черный,Эрсакон,,,фIыцIэ,fieldwork,fieldwork
черный,Жако,,,фIыцIэ,fieldwork,fieldwork
что?,Хаджико,,,шъыд,fieldwork,fieldwork
что?,Большой Кичмай,,,шъыд,fieldwork,fieldwork
что?,Псебе,,,шъыд,fieldwork,fieldwork
что?,Агуй-Шапсуг,,,шъыд,fieldwork,fieldwork
что?,Псейтук,,,шъыд,fieldwork,fieldwork
что?,Нешукай,,,шъыд,fieldwork,fieldwork
что?,М. Псеушхо,,,сыд,fieldwork,fieldwork
что?,Уляп,,,"sət\səd, si",fieldwork,fieldwork
что?,Вакожиле,,,"си, сыт",fieldwork,fieldwork
что?,Бесленей,,,"си, сыт",fieldwork,fieldwork
что?,Ходзь,,,"сыт, лIо",fieldwork,fieldwork
что?,Блечепсин,,,сыт,fieldwork,fieldwork
что?,Хумара,,,сыт,fieldwork,fieldwork
что?,Инджиджишхо,,,сыт,fieldwork,fieldwork
что?,Эрсакон,,,лIо,fieldwork,fieldwork
что?,Жако,,,"сыт, лIо",fieldwork,fieldwork
шерсть,Хаджико,,,цы,fieldwork,fieldwork
шерсть,Большой Кичмай,,,"цы, с",fieldwork,fieldwork
шерсть,Псебе,,,цы,fieldwork,fieldwork
шерсть,Агуй-Шапсуг,,,цы,fieldwork,fieldwork
шерсть,Псейтук,,,цhы,fieldwork,fieldwork
шерсть,Нешукай,,,цhы,fieldwork,fieldwork
шерсть,Уляп,,,cə,fieldwork,fieldwork
шерсть,Кургоковское,,,цы,fieldwork,fieldwork
шерсть,Ходзь,,,цы,fieldwork,fieldwork
шерсть,Блечепсин,,,цы,fieldwork,fieldwork
шерсть,Хумара,,,цы,fieldwork,fieldwork
шерсть,Инджиджишхо,,,цы,fieldwork,fieldwork
шерсть,Эрсакон,,,цы,fieldwork,fieldwork
шерсть,Жако,,,цы,fieldwork,fieldwork
яйцо,Хаджико,,,кIьякIье,fieldwork,fieldwork
яйцо,Большой Кичмай,,,кIьякIье,,
яйцо,Псебе,,,кIакIэ,,
яйцо,Агуй-Шапсуг,,,кIьякIье,,
яйцо,Псейтук,,,кIякIе,,
яйцо,Нешукай,,,кIэ(н)кIэ,,
яйцо,М. Псеушхо,,,кIанкIэ,,
яйцо,Уляп,,,ǯʼedəč̣ʼe,,
яйцо,Вакожиле,,,джэдыкIэ,,
яйцо,Бесленей,,,джэдыкIэ,,
яйцо,Кургоковское,,,джэдыкIэ,,
яйцо,Ходзь,,,джэдыкIэ,,
яйцо,Блечепсин,,,джэдыкIэ,,
яйцо,Хумара,,,джэдыкIэ,,
яйцо,Инджиджишхо,,,джэдыкIэ,,
яйцо,Эрсакон,,,джэдыкIэ,,
яйцо,Жако,,,джэдыкIэ,,
